gender,age,location,purchase_amount,down_payment,installment_amount,installments,payment_status,product_category,merchant_name,customer_income,credit_score,late_payments,fraud_flag
Male,39,Leeds,460.03,268.62,233.12,5,Paid,Beauty,Currys,5576.5,756,0,0
Male,27,Sheffield,621.08,354.58,208.73,10,Ongoing,Sports,Nike,8289.46,678,0,0
Female,34,Liverpool,230.11,160.63,251.16,6,Ongoing,Groceries,Nike,7416.84,661,0,0
Female,21,Liverpool,408.55,294.9,266.39,7,Ongoing,Electronics,Asda,8784.41,511,1,0
Male,63,Glasgow,1526.29,426.27,57.42,9,Missed,Home,Nike,6697.75,614,0,0
Male,41,Glasgow,1979.92,221.96,109.32,8,Paid,Beauty,Tesco,5062.08,501,1,0
Male,28,Manchester,517.21,282.21,277.15,9,Missed,Beauty,Tesco,4079.56,510,5,0
Other,49,Sheffield,1910.16,123.2,43.23,2,Paid,Fashion,Amazon,1835.61,579,1,0
Other,54,London,933.14,445.24,158.61,11,Ongoing,Home,Amazon,3220.76,460,1,0
Female,19,Birmingham,212.45,478.73,65.82,6,Paid,Groceries,Nike,1055.65,346,3,1
Male,46,Glasgow,224.81,339.66,283.61,7,Paid,Electronics,Amazon,7955.91,382,0,0
Other,55,Manchester,1829.0,490.29,272.42,5,Ongoing,Groceries,Argos,8828.76,527,1,0
Female,35,Manchester,1288.49,334.25,293.2,8,Missed,Electronics,eBay,3929.98,381,1,0
Female,43,Leeds,1556.44,361.17,30.23,3,Missed,Home,Tesco,9997.97,517,2,0
Other,62,Sheffield,1668.7,370.52,217.98,5,Missed,Electronics,Argos,5682.82,797,0,0
Male,19,London,1398.33,326.35,181.39,1,Ongoing,Fashion,Currys,5900.09,826,2,0
Other,27,Leeds,1852.31,214.1,159.85,9,Paid,Home,Asda,8711.16,603,0,0
Male,52,Sheffield,826.72,258.86,253.63,10,Paid,Sports,Nike,4753.0,311,0,0
Female,45,Manchester,1543.01,346.95,202.33,11,Paid,Sports,Amazon,4406.66,474,1,1
Male,51,Sheffield,736.92,221.23,202.44,7,Missed,Sports,Nike,6665.62,303,0,0
Female,29,London,513.51,251.65,287.15,7,Paid,Beauty,Tesco,4886.27,684,1,0
Male,29,Liverpool,390.29,211.81,158.78,5,Ongoing,Fashion,Nike,4175.26,653,1,1
Male,55,Birmingham,903.79,451.69,28.74,1,Missed,Sports,Argos,5553.53,536,1,0
Male,33,London,1905.04,482.61,33.03,5,Paid,Beauty,Zara,3140.51,746,1,0
Male,54,Liverpool,1353.02,124.16,231.2,5,Paid,Home,Zara,2230.48,314,1,0
Other,24,Leeds,1224.44,418.75,298.58,8,Ongoing,Beauty,Nike,1635.44,398,2,0
Male,24,Liverpool,1322.16,146.28,292.22,9,Paid,Groceries,Nike,8741.49,417,1,0
Other,47,Birmingham,1172.43,180.71,48.47,5,Paid,Home,Zara,6805.92,443,1,0
Other,64,Sheffield,1569.16,358.46,177.26,2,Ongoing,Home,Amazon,4786.37,547,1,0
Other,26,London,1850.19,334.83,137.87,5,Paid,Home,eBay,1859.72,765,1,0
Female,46,Birmingham,1378.15,350.61,49.92,7,Ongoing,Fashion,Zara,5281.19,476,0,0
Male,20,Liverpool,1110.51,415.13,13.06,10,Missed,Groceries,eBay,5781.49,497,1,0
Other,56,Liverpool,229.35,121.44,269.73,2,Missed,Groceries,Currys,2397.5,786,2,0
Other,24,Leeds,792.4,391.68,20.57,9,Ongoing,Groceries,Asda,9951.07,386,2,0
Male,61,Birmingham,1376.24,341.42,227.33,4,Ongoing,Fashion,Tesco,7785.53,330,0,0
Male,29,Sheffield,1063.09,498.08,61.19,5,Ongoing,Groceries,Nike,4214.01,788,0,0
Female,43,Leeds,194.52,487.6,179.82,1,Missed,Beauty,Zara,5406.65,381,1,0
Other,45,Glasgow,934.44,356.06,156.71,6,Missed,Electronics,eBay,8031.43,579,0,0
Female,26,Manchester,1609.55,233.6,109.53,7,Missed,Groceries,Amazon,2151.47,410,1,0
Male,30,Liverpool,1915.33,373.63,278.36,7,Missed,Groceries,Amazon,6081.15,652,0,0
Other,64,Sheffield,1318.33,236.3,96.91,1,Missed,Fashion,Tesco,7011.0,525,1,0
Female,64,Sheffield,472.8,371.37,198.88,8,Missed,Electronics,Argos,7626.18,490,1,0
Other,25,Sheffield,1966.89,97.15,213.75,5,Paid,Fashion,Currys,4903.49,647,1,0
Male,46,London,51.56,128.51,239.73,10,Paid,Electronics,Currys,5416.97,826,0,1
Male,59,Glasgow,1348.07,183.51,27.07,9,Ongoing,Beauty,Asda,3836.22,675,0,0
Male,19,London,1076.51,473.24,129.5,6,Missed,Beauty,Argos,8538.24,729,0,0
Other,48,London,1638.29,165.82,102.58,4,Ongoing,Sports,Nike,4553.87,409,0,0
Other,22,Leeds,988.2,433.59,282.38,7,Missed,Beauty,Zara,7362.24,745,1,0
Male,54,Manchester,833.37,272.84,249.06,1,Missed,Home,Zara,6189.55,432,2,0
Female,23,Manchester,330.82,114.92,47.05,2,Missed,Home,Nike,8749.84,368,1,0
Other,63,Leeds,819.51,354.57,160.29,7,Missed,Home,Amazon,4269.5,323,3,0
Other,48,Leeds,598.79,122.28,278.2,7,Paid,Beauty,Nike,2044.69,332,0,0
Other,43,Birmingham,442.04,73.48,127.27,2,Paid,Groceries,eBay,1450.21,667,1,0
Other,44,Leeds,717.7,358.66,120.33,7,Ongoing,Sports,eBay,6250.43,605,1,0
Other,32,Birmingham,1380.54,443.45,293.88,10,Paid,Electronics,Nike,5929.46,643,0,0
Other,19,Leeds,1867.2,127.22,93.64,1,Ongoing,Fashion,eBay,8507.83,741,0,0
Female,21,Birmingham,996.54,437.1,240.49,3,Missed,Fashion,Tesco,8984.01,312,0,0
Female,36,Glasgow,1358.15,130.26,278.37,9,Ongoing,Sports,Nike,3377.62,464,0,0
Other,64,Glasgow,231.29,489.68,240.36,11,Ongoing,Electronics,Zara,9358.13,431,2,0
Male,19,Liverpool,428.65,145.03,137.18,5,Paid,Electronics,Zara,6451.14,675,0,0
Male,47,Glasgow,1425.14,448.26,202.99,1,Ongoing,Beauty,Currys,4329.95,517,1,0
Male,28,Birmingham,1319.33,415.76,159.25,8,Paid,Sports,Currys,7620.52,333,3,0
Female,30,Birmingham,811.05,206.12,297.31,11,Paid,Sports,eBay,5534.69,374,1,0
Male,39,Leeds,1932.66,188.76,111.23,6,Paid,Fashion,Amazon,6879.81,553,1,0
Male,18,Glasgow,725.09,33.38,295.91,6,Paid,Groceries,Asda,7537.13,801,1,0
Female,28,Birmingham,1182.27,132.15,52.26,10,Missed,Beauty,Amazon,7293.23,387,0,0
Other,20,Manchester,64.57,61.9,298.34,11,Ongoing,Home,Zara,1833.1,514,2,0
Female,49,Liverpool,352.74,421.78,169.77,2,Paid,Fashion,Tesco,7924.41,800,5,0
Female,23,London,1457.97,242.11,35.76,4,Ongoing,Sports,Currys,5570.6,359,3,0
Male,61,Glasgow,521.21,362.55,246.59,2,Missed,Electronics,Currys,4649.65,345,0,0
Male,25,Sheffield,1917.09,30.25,50.35,4,Ongoing,Home,Currys,1304.08,321,0,0
Other,48,Glasgow,1487.01,427.44,233.48,9,Ongoing,Sports,eBay,5540.9,574,0,0
Female,60,Manchester,1027.2,137.02,213.18,8,Paid,Fashion,Amazon,3637.28,823,3,0
Female,44,Glasgow,1687.28,18.7,237.75,1,Paid,Groceries,Currys,1897.51,373,1,0
Other,41,Liverpool,1471.43,284.05,88.51,8,Missed,Groceries,Zara,1714.97,704,2,0
Female,51,Sheffield,707.86,97.7,113.87,6,Ongoing,Electronics,eBay,8141.94,695,1,0
Female,30,Birmingham,637.65,119.31,137.91,6,Paid,Fashion,Argos,3931.78,803,2,0
Female,51,Manchester,1612.1,484.66,181.69,4,Missed,Home,Amazon,6062.33,702,2,0
Female,29,Manchester,1788.1,393.77,245.54,9,Ongoing,Sports,Nike,1198.37,645,1,0
Female,37,Manchester,1952.71,118.9,152.0,2,Ongoing,Electronics,Currys,5835.87,818,1,0
Other,52,Leeds,1014.17,168.71,55.71,10,Ongoing,Home,eBay,5853.28,663,1,0
Other,59,London,233.87,233.19,151.57,11,Paid,Groceries,Asda,1674.83,401,2,0
Other,43,London,59.8,216.15,49.41,7,Missed,Beauty,Nike,9728.09,745,3,0
Other,29,London,807.01,316.27,18.2,3,Paid,Fashion,Tesco,3501.19,466,0,0
Female,44,Leeds,761.02,196.13,255.92,10,Paid,Home,Asda,6116.28,630,3,0
Female,58,London,480.13,255.88,28.03,11,Missed,Beauty,Argos,6359.74,385,4,0
Male,37,Liverpool,379.5,409.69,127.44,6,Paid,Home,eBay,9773.0,588,0,0
Other,62,Sheffield,1316.11,115.23,270.66,2,Missed,Groceries,Zara,7761.44,707,1,0
Female,63,Leeds,917.68,50.84,90.92,8,Ongoing,Fashion,Argos,7581.26,583,0,0
Male,46,Leeds,846.19,304.91,33.31,9,Ongoing,Electronics,Argos,6412.33,344,3,0
Other,48,Leeds,946.95,193.84,171.0,11,Ongoing,Sports,Zara,6044.23,457,0,0
Female,64,Birmingham,330.92,453.61,241.19,11,Ongoing,Home,Zara,2418.39,595,0,0
Male,46,Leeds,1405.1,353.9,162.23,11,Paid,Groceries,Argos,4000.29,647,2,0
Female,48,Glasgow,632.34,439.86,159.41,6,Missed,Groceries,Currys,5411.78,498,3,0
Male,26,Glasgow,1121.46,38.58,202.68,6,Ongoing,Home,Tesco,5102.58,554,2,0
Female,56,Liverpool,1860.91,397.83,120.03,8,Ongoing,Electronics,Zara,4536.92,709,1,0
Other,46,Leeds,1140.58,381.47,25.56,6,Paid,Electronics,Tesco,3665.33,500,2,0
Female,42,Leeds,1164.12,417.28,287.13,11,Paid,Sports,eBay,8337.46,642,2,0
Other,41,Liverpool,1956.41,294.1,208.13,10,Missed,Beauty,Asda,9535.33,592,0,0
Female,43,Manchester,844.69,176.04,39.18,5,Missed,Sports,Currys,8455.81,719,0,0
Other,55,London,1769.06,144.29,259.5,8,Missed,Beauty,Amazon,4945.32,625,0,0
Male,58,Liverpool,1800.08,11.69,85.53,10,Missed,Sports,Amazon,7746.92,342,2,0
Other,53,Glasgow,1451.24,455.17,78.68,10,Ongoing,Beauty,Tesco,1008.38,750,1,0
Other,39,Manchester,498.26,138.15,36.01,10,Paid,Groceries,Zara,2766.77,848,1,0
Male,60,Leeds,1476.7,35.68,105.73,8,Missed,Electronics,Zara,1243.5,522,0,0
Female,61,London,992.84,151.0,257.96,1,Paid,Groceries,Zara,5557.8,564,1,0
Female,23,Leeds,197.62,458.47,299.52,5,Ongoing,Beauty,Amazon,1785.62,654,0,0
Male,50,Sheffield,1862.14,482.01,15.69,8,Missed,Electronics,Asda,7061.98,358,0,0
Female,61,Leeds,1322.58,336.2,182.39,11,Missed,Home,Amazon,2754.74,770,1,0
Male,36,London,588.94,151.02,79.24,6,Missed,Beauty,Tesco,1710.08,744,0,0
Male,29,Leeds,1999.76,108.6,177.01,3,Paid,Home,Asda,8971.94,319,1,0
Male,64,Liverpool,666.2,283.75,238.79,9,Ongoing,Sports,Asda,2005.01,763,0,0
Male,28,Leeds,695.26,12.37,31.19,10,Ongoing,Home,Currys,7492.06,443,2,0
Female,30,Glasgow,1877.01,485.94,233.23,3,Ongoing,Electronics,Tesco,5199.85,789,1,0
Other,33,Birmingham,1014.18,305.84,258.27,7,Ongoing,Home,Currys,1578.3,416,0,0
Female,35,Glasgow,1738.19,26.09,173.87,8,Ongoing,Fashion,Currys,8493.34,568,0,0
Female,60,Glasgow,747.39,185.47,67.66,1,Missed,Electronics,Amazon,4505.23,710,0,0
Male,52,Leeds,232.36,54.83,93.46,2,Missed,Fashion,Argos,8637.14,664,0,0
Male,46,Sheffield,838.37,454.35,43.25,5,Missed,Electronics,Asda,6004.7,706,0,0
Female,37,London,1098.77,348.25,201.83,9,Ongoing,Groceries,Zara,3037.59,785,2,0
Male,47,Leeds,828.46,233.28,152.97,6,Ongoing,Groceries,eBay,8986.6,473,0,0
Male,34,Liverpool,263.38,462.38,298.75,1,Paid,Electronics,Tesco,3351.24,790,0,0
Male,54,Birmingham,812.7,377.52,231.38,6,Paid,Home,eBay,8102.05,654,2,0
Female,54,London,212.06,416.65,295.58,2,Paid,Sports,Asda,8031.35,351,1,0
Female,56,Liverpool,1307.93,67.87,179.41,6,Ongoing,Groceries,Argos,8879.26,767,0,0
Female,63,Liverpool,1340.38,470.71,66.93,6,Paid,Fashion,Argos,9708.11,757,2,0
Male,39,Glasgow,1580.13,452.89,132.84,6,Ongoing,Beauty,eBay,7391.12,429,0,0
Female,32,London,1104.93,214.39,141.4,2,Missed,Electronics,Argos,7453.78,502,1,0
Female,40,Glasgow,1518.24,460.47,195.13,8,Paid,Groceries,eBay,6538.18,802,2,0
Female,49,Birmingham,1453.16,292.57,45.63,1,Paid,Electronics,Asda,6881.15,453,0,0
Female,38,Birmingham,758.19,391.83,110.24,4,Paid,Groceries,Argos,8012.81,590,1,0
Other,38,Birmingham,1077.72,328.66,140.29,9,Missed,Home,Tesco,2647.23,331,1,0
Male,34,Manchester,1495.47,375.68,257.82,8,Paid,Home,Argos,8399.54,487,1,0
Other,33,Birmingham,469.61,116.64,228.18,2,Missed,Sports,Nike,2210.61,327,2,1
Male,20,Leeds,865.48,188.67,130.2,1,Paid,Electronics,Zara,1885.37,506,1,0
Female,26,Leeds,1406.99,211.25,219.05,7,Ongoing,Beauty,Argos,2463.96,390,1,0
Male,54,Leeds,462.6,232.0,145.54,4,Ongoing,Beauty,Amazon,9703.62,669,3,0
Other,49,London,535.73,232.36,67.81,11,Missed,Home,Tesco,6743.99,543,0,0
Female,50,Sheffield,966.07,379.14,43.36,7,Paid,Groceries,eBay,8365.21,563,4,0
Male,62,Sheffield,1324.42,417.41,289.59,10,Ongoing,Home,Nike,6603.16,668,3,0
Female,59,Sheffield,977.22,498.55,98.78,11,Ongoing,Electronics,Zara,8101.84,737,1,1
Male,60,Birmingham,1789.39,133.43,128.67,6,Missed,Fashion,Amazon,8937.91,390,3,0
Male,28,Glasgow,1971.93,341.87,255.01,6,Ongoing,Home,Nike,5860.48,608,1,0
Male,56,Liverpool,210.4,13.69,214.13,8,Paid,Sports,Argos,2066.7,554,2,0
Male,61,Birmingham,1908.36,36.81,41.78,1,Missed,Fashion,Currys,9584.17,727,2,0
Male,62,Liverpool,1417.06,313.77,242.95,9,Missed,Sports,Tesco,4111.2,685,0,0
Other,32,London,940.9,478.15,159.47,5,Paid,Beauty,Argos,3941.2,383,3,0
Other,22,London,209.14,262.18,205.98,9,Paid,Beauty,Asda,1003.14,434,1,0
Other,64,London,1667.76,166.11,105.54,6,Ongoing,Beauty,eBay,6956.61,529,0,0
Other,61,Liverpool,433.84,233.59,201.02,2,Ongoing,Home,Currys,7888.27,367,2,0
Other,32,Glasgow,1485.38,443.97,71.98,3,Missed,Fashion,Tesco,7961.27,629,0,0
Female,24,Birmingham,260.18,202.53,257.67,7,Ongoing,Groceries,Nike,4099.55,450,0,0
Other,42,Sheffield,1780.59,383.93,244.03,2,Ongoing,Home,Tesco,9329.45,319,2,1
Female,44,Sheffield,1344.28,386.29,245.18,3,Paid,Fashion,Zara,5361.23,417,2,0
Other,24,London,1902.28,351.31,217.76,3,Ongoing,Beauty,Nike,8891.07,353,1,0
Female,36,Glasgow,1753.74,22.33,279.76,1,Missed,Beauty,Argos,5873.04,539,0,0
Male,36,Leeds,1320.01,109.0,205.55,4,Paid,Fashion,eBay,8278.67,498,0,0
Male,63,Leeds,1847.95,387.51,66.72,4,Paid,Sports,Amazon,7190.68,452,1,0
Male,30,Liverpool,247.29,268.37,203.51,2,Ongoing,Beauty,Zara,8870.87,315,1,0
Female,24,Leeds,1120.41,224.94,63.18,2,Paid,Fashion,Argos,5310.34,682,0,0
Other,24,Liverpool,1207.07,357.42,184.56,10,Missed,Beauty,Amazon,9082.83,565,1,0
Other,59,Leeds,581.13,325.96,265.1,5,Missed,Electronics,Currys,1387.61,773,1,0
Female,56,London,723.95,431.85,112.47,8,Missed,Home,Argos,3951.64,584,1,0
Male,46,Manchester,1493.89,94.05,52.89,9,Missed,Sports,Zara,5248.61,334,1,0
Male,55,Birmingham,524.11,393.46,61.25,6,Ongoing,Beauty,Nike,8978.42,749,2,0
Male,38,Manchester,546.77,135.65,152.48,3,Paid,Beauty,Asda,4794.45,653,1,0
Female,38,Sheffield,1769.84,493.45,68.15,2,Paid,Home,Amazon,9945.38,763,2,0
Male,35,Leeds,426.02,344.0,194.83,7,Paid,Fashion,Nike,5259.65,668,3,0
Male,39,Birmingham,1402.39,311.64,226.89,3,Missed,Fashion,Argos,3472.25,498,0,0
Female,34,Birmingham,873.12,162.12,192.01,4,Ongoing,Fashion,Currys,8982.83,814,2,0
Male,52,Liverpool,569.76,27.17,186.74,5,Paid,Fashion,Currys,8138.01,719,1,0
Other,57,Sheffield,429.08,28.17,56.17,8,Missed,Beauty,Asda,9136.62,469,0,0
Female,19,Glasgow,752.14,382.02,266.12,4,Ongoing,Electronics,Tesco,8810.18,623,0,0
Other,30,Leeds,1264.68,102.87,287.91,11,Ongoing,Beauty,Zara,4137.79,449,1,0
Other,39,London,1277.22,447.22,44.22,11,Ongoing,Home,Currys,1075.52,330,3,0
Female,55,Manchester,1891.84,445.81,276.2,9,Missed,Electronics,Nike,6892.89,440,1,0
Male,56,Glasgow,1667.34,459.99,178.12,2,Ongoing,Sports,eBay,6728.52,383,0,0
Male,63,Sheffield,429.39,260.14,83.34,7,Paid,Fashion,Currys,9599.84,402,0,0
Other,57,Leeds,280.44,477.55,247.53,8,Missed,Beauty,Asda,5682.0,726,2,0
Male,51,Glasgow,544.57,318.23,99.25,6,Paid,Sports,Tesco,9321.77,703,2,0
Female,57,Sheffield,1053.34,405.9,113.56,9,Paid,Beauty,Currys,2645.04,498,0,0
Female,23,Manchester,1757.16,336.74,280.15,1,Missed,Groceries,Zara,4110.26,524,1,0
Female,49,Liverpool,1964.62,56.94,70.81,7,Missed,Beauty,Nike,2122.45,595,0,0
Other,46,Leeds,1663.86,82.21,30.73,2,Ongoing,Beauty,Argos,5182.21,494,1,0
Male,28,Manchester,922.36,129.99,161.08,7,Paid,Electronics,Nike,1183.17,332,1,0
Female,50,Leeds,772.2,493.14,174.68,10,Missed,Sports,Tesco,3289.87,414,1,0
Other,55,Manchester,1838.83,256.76,82.03,3,Ongoing,Fashion,eBay,2435.08,813,2,0
Male,21,London,679.54,87.84,239.25,1,Ongoing,Sports,Tesco,4098.05,744,1,0
Other,60,Liverpool,1289.9,316.12,110.84,10,Paid,Home,Zara,9416.25,324,0,0
Other,19,Liverpool,1980.26,417.87,115.99,2,Paid,Sports,Currys,9585.2,637,1,0
Female,26,Leeds,1368.22,410.34,29.3,2,Ongoing,Beauty,Currys,1238.0,836,1,0
Male,33,Leeds,330.68,104.88,33.52,7,Paid,Groceries,Tesco,9511.1,592,1,0
Female,39,Manchester,731.7,175.06,134.74,5,Ongoing,Sports,Amazon,7575.06,600,0,0
Male,57,Manchester,1892.39,76.32,204.5,6,Missed,Home,Tesco,5960.81,347,1,0
Female,45,Glasgow,803.73,163.88,107.66,11,Missed,Beauty,Currys,4481.35,686,0,0
Female,48,Manchester,1668.93,265.8,158.32,1,Ongoing,Beauty,Zara,8353.14,655,0,0
Female,54,Liverpool,360.8,469.19,237.79,6,Ongoing,Sports,Nike,7169.73,709,1,0
Male,60,Birmingham,275.98,204.08,68.43,8,Missed,Beauty,Argos,3991.22,743,1,0
Other,59,Glasgow,807.1,228.51,290.47,4,Paid,Fashion,eBay,4080.49,471,0,0
Other,41,Birmingham,1616.96,174.35,281.28,8,Missed,Home,Currys,5783.79,553,0,0
Other,55,Manchester,1001.72,399.99,260.39,10,Ongoing,Fashion,Currys,7174.64,841,0,0
Other,52,London,679.63,239.32,77.65,11,Paid,Electronics,Nike,3720.92,507,2,0
Female,59,Manchester,1411.7,322.91,99.66,5,Ongoing,Sports,eBay,1042.51,414,0,0
Female,49,Manchester,643.94,433.39,258.76,7,Missed,Electronics,Tesco,5278.2,471,2,0
Female,59,Leeds,1679.81,164.98,212.19,8,Ongoing,Fashion,Nike,5395.74,621,3,0
Female,64,Birmingham,132.09,285.25,107.05,11,Ongoing,Groceries,Amazon,9787.15,638,1,0
Male,23,Manchester,91.67,29.15,210.04,9,Paid,Beauty,eBay,1901.55,761,1,0
Female,44,Birmingham,986.26,325.86,277.39,3,Ongoing,Sports,Currys,2570.05,645,3,0
Female,42,London,1891.83,453.22,61.44,8,Ongoing,Sports,Tesco,2050.67,489,1,0
Male,39,Birmingham,297.1,351.4,290.07,3,Ongoing,Groceries,Argos,8504.74,561,0,0
Other,20,Leeds,551.43,203.38,237.45,10,Ongoing,Beauty,Amazon,3096.1,304,0,0
Female,30,Liverpool,1953.06,499.85,37.13,3,Missed,Beauty,Asda,2769.93,572,2,0
Female,59,Sheffield,1690.02,246.44,19.39,3,Missed,Electronics,Argos,5432.28,694,1,0
Other,42,Sheffield,952.69,293.78,151.41,2,Missed,Electronics,eBay,5193.89,798,0,0
Female,18,Glasgow,1495.16,253.61,55.37,7,Ongoing,Beauty,Argos,6166.62,637,0,0
Female,39,Birmingham,1174.58,342.37,183.29,3,Missed,Beauty,eBay,9519.84,839,1,0
Other,27,Sheffield,1242.25,120.22,83.59,11,Missed,Beauty,Zara,8833.47,554,0,0
Female,23,Leeds,1540.17,161.96,107.96,9,Missed,Fashion,Currys,6006.01,425,0,1
Female,39,Glasgow,1347.56,19.33,252.05,1,Missed,Fashion,Zara,1207.35,734,2,0
Male,31,Glasgow,1303.23,491.11,224.78,9,Missed,Sports,Nike,3492.98,543,1,0
Female,60,Leeds,965.88,490.16,236.02,3,Paid,Beauty,Tesco,7166.45,368,0,0
Male,26,Liverpool,282.77,250.29,264.33,4,Paid,Fashion,Nike,6784.24,434,0,0
Other,52,Leeds,77.52,251.6,180.22,1,Ongoing,Groceries,Amazon,5486.1,581,0,0
Other,39,Manchester,1398.47,451.77,24.06,10,Ongoing,Electronics,eBay,2788.59,342,1,0
Male,23,London,1630.22,16.48,124.54,6,Ongoing,Electronics,Asda,9632.17,669,0,0
Female,21,Leeds,736.19,308.33,149.81,9,Missed,Groceries,Zara,3954.24,606,1,0
Other,35,Glasgow,1889.05,261.26,133.02,1,Ongoing,Sports,Argos,2053.07,349,0,0
Female,35,London,1755.2,425.43,89.87,4,Paid,Electronics,Amazon,5812.96,709,2,0
Female,64,Sheffield,1746.21,308.04,87.27,5,Paid,Fashion,Asda,4353.42,458,2,0
Other,33,Leeds,455.43,410.44,74.19,9,Paid,Sports,Asda,8876.85,710,1,0
Male,37,London,1082.31,387.15,236.11,8,Ongoing,Home,Argos,2661.99,749,0,0
Male,24,Birmingham,762.19,260.68,173.19,8,Paid,Fashion,Asda,3988.58,551,1,0
Male,63,Birmingham,1678.15,194.39,251.5,2,Ongoing,Beauty,Zara,8565.09,564,4,0
Female,23,Glasgow,902.73,312.65,82.86,8,Ongoing,Groceries,eBay,7198.93,472,0,0
Male,24,Glasgow,1888.55,145.83,243.59,10,Missed,Home,Asda,3873.37,629,0,0
Male,42,London,738.94,128.93,64.3,11,Ongoing,Fashion,eBay,1634.82,603,0,0
Male,43,Glasgow,1047.16,394.2,247.82,5,Ongoing,Sports,Nike,1544.73,730,3,0
Male,61,Sheffield,61.43,112.01,65.81,5,Ongoing,Sports,Currys,2465.64,672,2,0
Female,45,Manchester,1693.87,344.56,268.53,7,Paid,Electronics,Currys,4479.65,631,0,0
Male,35,Sheffield,1270.91,450.08,91.12,7,Paid,Home,Asda,7635.49,702,1,0
Other,53,Glasgow,1076.74,317.39,281.63,10,Paid,Beauty,eBay,9903.46,560,2,0
Other,59,Leeds,1088.32,49.27,267.7,2,Missed,Groceries,Argos,7146.48,568,2,0
Other,64,Manchester,1935.33,124.23,172.44,3,Ongoing,Fashion,Asda,6773.39,509,0,0
Other,45,London,808.76,420.28,253.88,11,Paid,Groceries,eBay,4804.95,453,0,0
Other,28,Sheffield,480.61,92.44,53.41,9,Missed,Home,Nike,3627.87,512,1,0
Male,27,Leeds,658.08,245.57,238.52,3,Paid,Electronics,Currys,5254.67,782,0,0
Other,23,Leeds,1695.83,159.0,24.91,10,Ongoing,Home,eBay,3495.76,491,0,0
Male,32,Glasgow,268.24,337.26,10.05,3,Missed,Fashion,Asda,4641.74,548,3,0
Female,42,Birmingham,1859.12,322.58,190.43,4,Missed,Electronics,Argos,6158.62,432,0,0
Other,64,Manchester,1863.13,226.93,202.99,5,Missed,Beauty,Argos,1413.66,675,0,0
Other,55,Glasgow,925.75,491.58,287.23,2,Paid,Home,eBay,2510.23,339,0,0
Other,62,London,367.75,213.4,35.25,9,Ongoing,Electronics,Argos,8971.52,631,1,0
Female,49,Sheffield,1372.77,84.21,25.18,10,Paid,Sports,Zara,6560.93,353,1,0
Male,30,Sheffield,1645.05,260.06,25.89,10,Paid,Beauty,eBay,2839.79,400,2,0
Female,61,Liverpool,1280.4,145.66,222.15,9,Paid,Sports,eBay,6952.65,772,3,0
Other,33,Sheffield,1348.87,429.95,148.56,5,Ongoing,Home,Argos,6892.51,430,1,0
Female,43,London,1102.03,480.88,133.3,8,Ongoing,Fashion,Asda,1649.45,809,1,0
Other,62,Sheffield,506.37,169.33,192.3,2,Paid,Beauty,Tesco,2001.33,366,1,0
Other,43,Glasgow,1301.72,318.63,79.78,4,Paid,Groceries,Currys,3651.36,519,0,0
Other,31,Glasgow,847.88,233.64,133.98,7,Missed,Sports,Zara,8986.56,606,1,0
Male,21,Glasgow,908.74,416.1,166.14,4,Paid,Beauty,Nike,8607.06,573,1,0
Other,21,London,185.64,466.57,190.44,3,Paid,Beauty,eBay,4596.01,711,1,0
Female,60,Manchester,468.28,67.19,285.45,9,Missed,Beauty,Currys,3795.05,819,0,0
Other,45,London,891.44,61.56,253.87,8,Missed,Fashion,Amazon,3442.32,674,0,0
Other,40,Leeds,538.0,83.55,78.63,6,Paid,Groceries,Nike,9066.76,643,0,0
Other,47,Sheffield,1174.34,141.43,288.18,11,Missed,Fashion,Nike,1917.65,533,1,0
Other,49,Liverpool,1508.48,374.36,69.67,6,Ongoing,Fashion,Nike,8375.7,445,0,0
Other,56,Manchester,326.06,497.37,157.82,5,Paid,Fashion,Tesco,4560.61,688,0,0
Female,62,Liverpool,615.66,296.5,169.77,9,Paid,Home,eBay,5449.19,333,2,0
Female,32,London,1263.5,21.02,75.16,2,Ongoing,Home,Currys,2048.67,526,1,1
Other,21,Manchester,1006.06,194.0,195.49,9,Paid,Electronics,Amazon,8170.94,452,0,0
Other,29,Liverpool,1841.44,53.32,18.0,8,Paid,Electronics,Argos,3889.72,484,3,0
Female,45,Liverpool,1857.8,448.45,56.22,10,Paid,Sports,eBay,5622.98,731,0,1
Female,32,Leeds,336.09,211.17,24.17,8,Paid,Electronics,Tesco,2831.12,690,0,0
Male,43,London,1322.33,208.35,195.66,9,Paid,Home,Amazon,5812.4,342,3,0
Other,57,Leeds,1524.88,338.52,128.73,11,Missed,Home,Argos,6836.81,740,1,0
Other,29,Leeds,1586.5,185.88,10.16,6,Ongoing,Beauty,Zara,8950.63,456,2,0
Female,52,London,675.35,83.06,177.84,5,Missed,Beauty,Nike,2957.06,409,2,0
Male,18,Glasgow,941.34,483.4,241.78,6,Paid,Beauty,Zara,1420.38,736,0,0
Other,62,Glasgow,1583.24,408.57,229.5,10,Ongoing,Groceries,Amazon,5586.89,406,3,0
Female,21,Liverpool,1423.47,80.76,279.73,4,Missed,Groceries,Currys,9174.47,843,2,0
Other,49,Liverpool,341.12,393.67,70.41,10,Ongoing,Beauty,Nike,9655.35,796,1,0
Other,26,Birmingham,340.49,87.83,244.67,2,Paid,Home,Argos,1419.3,341,2,0
Other,45,London,1170.82,31.32,288.26,3,Missed,Sports,Currys,8085.16,610,1,0
